cust_id,pred_prob
1,0.01998318877603243
2,0.035167409443709906
3,0.05061109384375529
4,0.047140292345815245
5,0.09681509591934973
6,0.019290705840866205
7,0.04628136816340843
8,0.04454135172253133
9,0.055913950552266105
10,0.0234134674160604
11,0.05577888754014249
12,0.050612129126152226
13,0.04758867012109826
14,0.0241709773590558
15,0.026552786647135302
16,0.02836489784753392
17,0.07422832842000719
18,0.03191032598733865
19,0.024709630773713326
20,0.04054695613682668
21,0.06889485165621818
22,0.05006532889310534
23,0.03621459365942744
24,0.04178154839173005
25,0.021702021032437832
26,0.04700121539915455
27,0.015485306317778972
28,0.04839865253973789
29,0.09106456575787197
30,0.06866603441702517
31,0.011388114942460469
32,0.02340888563537134
33,0.05553435223425575
34,0.01985438079045224
35,0.025275538761710167
36,0.04054695613682668
37,0.01919838445866934
38,0.02916523720381241
39,0.030027103797152014
40,0.04570105822588582
41,0.05897664129606851
42,0.01989934544194496
43,0.01962306640560665
44,0.018422805889112555
45,0.017233602702139014
46,0.024157710246105236
47,0.016661284281771837
48,0.07656188011591032
49,0.035048335270138446
50,0.06451463814451454
51,0.039970482167718445
52,0.01929050797457492
53,0.05220704755877511
54,0.03424998610116181
55,0.03300417869258063
56,0.060618382209569326
57,0.07458033389345343
58,0.0556082889508116
59,0.021746978835731037
60,0.04705274990669894
61,0.0565554210584501
62,0.013737429194429772
63,0.03289140851066346
64,0.1573929173642476
65,0.06496404836053969
66,0.03850183183613195
67,0.03676996369506849
68,0.10166716420406499
69,0.07959762000068113
70,0.06948153393254351
71,0.033839803082011594
72,0.03884272806882372
73,0.07374353141732266
74,0.035944647460280164
75,0.016988453886683914
76,0.01984061731177152
77,0.013291572410545698
78,0.031706462518654714
79,0.021914723575266623
80,0.08739814015996697
81,0.01575079155880206
82,0.05306373200649709
83,0.056136986275572294
84,0.06873790611631553
85,0.07851103835475447
86,0.04427016850429769
87,0.06764333919367219
88,0.06562775483968535
89,0.06954888400692043
90,0.04425659251155204
91,0.04545738404088493
92,0.045947690340429136
93,0.020637906873123685
94,0.041672112231558534
95,0.02365440429708985
96,0.025458369990555563
97,0.009178926547677355
98,0.04521291883811982
99,0.07330140132177795
100,0.06155830748468899
101,0.04516359838476176
102,0.04231692300446531
103,0.01582884161691201
104,0.053295833820586176
105,0.025877828263702923
106,0.07138828441618922
107,0.029753433408137825
108,0.12763764626338403
109,0.01982816341829966
110,0.017467068654960206
111,0.025609451425627993
112,0.09015888700214662
113,0.05018713431050186
114,0.026827298580386415
115,0.023825649750224654
116,0.025751024894892144
117,0.04232490741211864
118,0.013333056226821792
119,0.038941917719884235
120,0.022487004448253807
121,0.016276454833249056
122,0.10098797956318402
123,0.03017223967316046
124,0.01753097006814536
125,0.014190455270903658
126,0.06512212929266924
127,0.0322690478851369
128,0.010388718464770427
129,0.052522800842543134
130,0.04782244614767688
131,0.03505458877148543
132,0.03322239040587572
133,0.09567901745428561
134,0.13450617529980108
135,0.09556494865788663
136,0.04477313706809816
137,0.08428499140834995
138,0.04674066836362745
139,0.021094914546923152
140,0.04381632578601904
141,0.07498784734307198
142,0.01927795951228772
143,0.019792308209128074
144,0.024353561687877622
145,0.0949627022772943
146,0.027310765443726463
147,0.025822877489896468
148,0.03344880656070463
149,0.12199429579446333
150,0.03426874288060711
151,0.03633891758970912
152,0.04855104173734302
153,0.04090148637333436
154,0.03895230451329775
155,0.014699686537742524
156,0.06820100758588998
157,0.06675380301199729
158,0.06554938174377478
159,0.02231755840126585
160,0.07250334054331334
161,0.07120047101032587
162,0.08075682208895897
163,0.09441933872985281
164,0.10790914382807243
165,0.03707501091600933
166,0.10056527812748615
167,0.04138244150367622
168,0.0239200162541323
169,0.05442505107460935
170,0.05983335548458832
171,0.024208295475597337
172,0.041343938557504664
173,0.060807521696470225
174,0.0211060751322837
175,0.04924237694998795
176,0.02715999269395359
177,0.026968530352945184
178,0.014760096427303604
179,0.10416119553070642
180,0.021945866047959842
181,0.029826756922257308
